accounting_period,column,line,item,amount
2012-09-30,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2012-09-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,30259100000
2012-09-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,100640211055
2012-09-30,ASSET,7,Securities of euro area residents denominated in euro,20023599933
2012-09-30,ASSET,8,General government long term debt denominated in euro,6195011106
2012-09-30,ASSET,9,Intra-Eurosystem claims,1632798971
2012-09-30,ASSET,11,Other assets,2484833463
2012-09-30,LIABILITY,1,Banknotes in circulation,23057634160
2012-09-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2585365952
2012-09-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,95000000
2012-09-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,5431957680
2012-09-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1040974166
2012-09-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,43164193
2012-09-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2270
2012-09-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,933433801
2012-09-30,LIABILITY,9,Intra-Eurosystem liabilities,124272609292
2012-09-30,LIABILITY,11,Other liabilities,2243473348
2012-09-30,LIABILITY,12,Provisions,3914034062
2012-09-30,LIABILITY,13,Revaluation accounts,4798820910
2012-09-30,LIABILITY,14,Capital and reserves,815494273
2012-10-31,ASSET,1,Gold and gold receivables,6531263792
2012-10-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,1031136863
2012-10-31,ASSET,3,Claims on euro area residents denominated in foreign currency,368045207
2012-10-31,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2012-10-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,6518100000
2012-10-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,122792725006
2012-10-31,ASSET,7,Securities of euro area residents denominated in euro,20994347204
2012-10-31,ASSET,8,General government long term debt denominated in euro,6195011106
2012-10-31,ASSET,9,Intra-Eurosystem claims,1632798971
2012-10-31,ASSET,11,Other assets,2430682518
2012-10-31,LIABILITY,1,Banknotes in circulation,23029112320
2012-10-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2275011958
2012-10-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,95000000
2012-10-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,5259376438
2012-10-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1040974158
2012-10-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,46668382
2012-10-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2270
2012-10-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,933433801
2012-10-31,LIABILITY,9,Intra-Eurosystem liabilities,123882260145
2012-10-31,LIABILITY,11,Other liabilities,2403896427
2012-10-31,LIABILITY,12,Provisions,3914083416
2012-10-31,LIABILITY,13,Revaluation accounts,4798820910
2012-10-31,LIABILITY,14,Capital and reserves,815494315
2012-11-30,ASSET,1,Gold and gold receivables,6533751480
2012-11-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,1042277405
2012-11-30,ASSET,3,Claims on euro area residents denominated in foreign currency,362145947
2012-11-30,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2012-11-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,5605100000
2012-11-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,123298766412
2012-11-30,ASSET,7,Securities of euro area residents denominated in euro,20984856283
2012-11-30,ASSET,8,General government long term debt denominated in euro,6195011106
2012-11-30,ASSET,9,Intra-Eurosystem claims,1632798971
2012-11-30,ASSET,11,Other assets,2454328111
2012-11-30,LIABILITY,1,Banknotes in circulation,22986484570
2012-11-30,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2861439778
2012-11-30,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2012-11-30,LIABILITY,4,Liabilities to other euro area residents denominated in euro,4573423018
2012-11-30,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1040982409
2012-11-30,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,49037711
2012-11-30,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2270
2012-11-30,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,933433801
2012-11-30,LIABILITY,9,Intra-Eurosystem liabilities,123497088939
2012-11-30,LIABILITY,11,Other liabilities,2638651983
2012-11-30,LIABILITY,12,Provisions,3914198174
2012-11-30,LIABILITY,13,Revaluation accounts,4798820910
2012-11-30,LIABILITY,14,Capital and reserves,815496025
2012-12-31,ASSET,1,Gold and gold receivables,5984958512
2012-12-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,992872970
2012-12-31,ASSET,3,Claims on euro area residents denominated in foreign currency,343692770
2012-12-31,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2012-12-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,19346500000
2012-12-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,101850944365
2012-12-31,ASSET,7,Securities of euro area residents denominated in euro,20782519037
2012-12-31,ASSET,8,General government long-term debt denominated in euro,6170409022
2012-12-31,ASSET,9,Intra-Eurosystem claims,1813849138
2012-12-31,ASSET,10,Items in course of settlement,2341587
2012-12-31,ASSET,11,Other assets,2490128554
2012-12-31,LIABILITY,1,Banknotes in circulation,23576814320
2012-12-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2168651315
2012-12-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2012-12-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,7191431209
2012-12-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1008139644
2012-12-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,32019524
2012-12-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2224
2012-12-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,911998065
2012-12-31,LIABILITY,9,Intra-Eurosystem liabilities,112814781585
2012-12-31,LIABILITY,10,Items in course of settlement,3232633
2012-12-31,LIABILITY,11,Other liabilities,792319332
2012-12-31,LIABILITY,12,Provisions,6213496005
2012-12-31,LIABILITY,13,Revaluation accounts,4249859880
2012-12-31,LIABILITY,14,Capital and reserves,815494092
2013-01-31,ASSET,1,Gold and gold receivables,5987341922
2013-01-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,1005918074
2013-01-31,ASSET,3,Claims on euro area residents denominated in foreign currency,346872428
2013-01-31,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2013-01-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,76223000000
2013-01-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,31426463834
2013-01-31,ASSET,7,Securities of euro area residents denominated in euro,21413826189
2013-01-31,ASSET,8,General government long term debt denominated in euro,6170409022
2013-01-31,ASSET,9,Intra-Eurosystem claims,1665547304
2013-01-31,ASSET,11,Other assets,2522827978
2013-01-31,LIABILITY,1,Banknotes in circulation,22800317560
2013-01-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2994406179
2013-01-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2013-01-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,6603728319
2013-01-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1023839673
2013-01-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,42056505
2013-01-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2224
2013-01-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,911998065
2013-01-31,LIABILITY,9,Intra-Eurosystem liabilities,100205395624
2013-01-31,LIABILITY,11,Other liabilities,901281079
2013-01-31,LIABILITY,12,Provisions,6213851424
2013-01-31,LIABILITY,13,Revaluation accounts,4249859880
2013-01-31,LIABILITY,14,Capital and reserves,815494092
2013-02-28,ASSET,1,Gold and gold receivables,5989715555
2013-02-28,ASSET,2,Claims on non-euro area residents denominated in foreign currency,980547257
2013-02-28,ASSET,3,Claims on euro area residents denominated in foreign currency,351349686
2013-02-28,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2013-02-28,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,75230000000
2013-02-28,ASSET,6,Other claims on euro area credit institutions denominated in euro,21156300386
2013-02-28,ASSET,7,Securities of euro area residents denominated in euro,22286597267
2013-02-28,ASSET,8,General government long term debt denominated in euro,6170409022
2013-02-28,ASSET,9,Intra-Eurosystem claims,1665547304
2013-02-28,ASSET,11,Other assets,2516678441
2013-02-28,LIABILITY,1,Banknotes in circulation,22734179960
2013-02-28,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2644197443
2013-02-28,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2013-02-28,LIABILITY,4,Liabilities to other euro area residents denominated in euro,6749851300
2013-02-28,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,999483799
2013-02-28,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,37164374
2013-02-28,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2224
2013-02-28,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,911998065
2013-02-28,LIABILITY,9,Intra-Eurosystem liabilities,90281100697
2013-02-28,LIABILITY,11,Other liabilities,709628027
2013-02-28,LIABILITY,12,Provisions,6214208930
2013-02-28,LIABILITY,13,Revaluation accounts,4249859880
2013-02-28,LIABILITY,14,Capital and reserves,815494092
2013-03-31,ASSET,1,Gold and gold receivables,5946605466
2013-03-31,ASSET,2,Claims on non-euro area residents denominated in foreign currency,971733630
2013-03-31,ASSET,3,Claims on euro area residents denominated in foreign currency,362872032
2013-03-31,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2013-03-31,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,70732700000
2013-03-31,ASSET,6,Other claims on euro area credit institutions denominated in euro,21223209163
2013-03-31,ASSET,7,Securities of euro area residents denominated in euro,21174056796
2013-03-31,ASSET,8,General government long term debt denominated in euro,6174559591
2013-03-31,ASSET,9,Intra-Eurosystem claims,1665547304
2013-03-31,ASSET,11,Other assets,2517257023
2013-03-31,LIABILITY,1,Banknotes in circulation,23160373365
2013-03-31,LIABILITY,2,Liabilities to euro area credit institutions related to monetary policy operations denominated in euro,2868752578
2013-03-31,LIABILITY,3,Other liabilities to euro area credit institutions denominated in euro,0
2013-03-31,LIABILITY,4,Liabilities to other euro area residents denominated in euro,6897827301
2013-03-31,LIABILITY,5,Liabilities to non-euro area residents denominated in euro,1028072897
2013-03-31,LIABILITY,6,Liabilities to euro area residents denominated in foreign currency,26947915
2013-03-31,LIABILITY,7,Liabilities to non-euro area residents denominated in foreign currency,2292
2013-03-31,LIABILITY,8,Counterpart of special drawing rights allocated by the IMF,915198620
2013-03-31,LIABILITY,9,Intra-Eurosystem liabilities,83806886278
2013-03-31,LIABILITY,11,Other liabilities,834601608
2013-03-31,LIABILITY,12,Provisions,6214567175
2013-03-31,LIABILITY,13,Revaluation accounts,4199840397
2013-03-31,LIABILITY,14,Capital and reserves,815494452
2013-04-30,ASSET,1,Gold and gold receivables,5945293954
2013-04-30,ASSET,2,Claims on non-euro area residents denominated in foreign currency,992572754
2013-04-30,ASSET,3,Claims on euro area residents denominated in foreign currency,376069783
2013-04-30,ASSET,4,Claims on non-euro area residents denominated in euro,23873
2013-04-30,ASSET,5,Lending to euro area credit institutions related to monetary policy operations denominated in euro,60911700000
2013-04-30,ASSET,6,Other claims on euro area credit institutions denominated in euro,33427245606
